qid,question,gold_doc_id,ideal_answer,gold_evidence_text,gold_evidence_char_start,gold_evidence_char_end,topic
q_786913a9f6,"Подбери практику, где ПФР исключили из надлежащих ответчиков по спору о недействительности договора ОПС, а с фонда взыскали только подтвержденные расходы при частичном удовлетворении иска.",d_a3ea97ebfc,"В документе суд указал, что ПФР не является стороной оспариваемого договора и не нарушал права истца, поэтому требования к нему не подлежат удовлетворению. При частичном удовлетворении иска расходы распределены по ст. 98 ГПК РФ: взысканы подтвержденные госпошлина и почтовые расходы, необходимые для принятия иска и рассмотрения дела.","ерсональных данных ФИО незаконными удовлетворению не подлежат.
Также подлежат оставлению без удовлетворения требования истца об обязании АО «НПФ «БУДУЩЕЕ» прекратить обработку страхового номера индивидуального лицевого счета ФИО, поскольку данные требования противоречат остальным заявленным требованиям и, в случае их удовлетворения, не позволят исполнить решение суда о признании Договора недействительным, поскольку для этого ответчику необходимо произвести ряд действий по обработке персональных данных истца, в том числе страхового номера индивидуального лицевого счета истца.
Учитывая, что Пенсионный фонд Российской Федерации стороной оспариваемого Договора не является, прав и законных интересов истца не нарушал, суд полагает, что данный ответчик не является субъектом возникших правоотношений, а потому исковые требования, заявленные к Пенсионному фонду Российской Федерации, удовлетворению не подлежат.
В соответствии со статьей 98 ГПК РФ стороне, в пользу которой состоялось решение суда, суд присуждает возместить с другой стороны все понесенные по делу судебные расходы, за исключением случаев, предусмотренных частью второй статьи 96 ГПК РФ. В случае, если иск удовлетворен частично, указанные в настоящей статье судебные расходы присуждаются истцу пропорционально размеру удовлетворенных судом исковых требований, а ответчику пропорционально той части исковых требований, в которой истцу отказано.
В ходе рассмотрения дела истец понес судебные расходы по оплате государственной пошлины в размере ….. руб., почтовые расходы в размере ….. руб., которые суд полагает возможным взыскать с ответчика, поскольку данные расходы были необходимы для принятия иска к производству суда и разрешения дела по существу, непосредственно относятся к делу и подтверждены документально.
На основании изложенного и руководствуясь ст.ст. 194-198 ГПК РФ, суд
Исковые требования – удовлетворить частично.
Признать недействительным д",27851,29777,судебные расходы
q_78de826ded,Кассация согласилась с доводами по пенсионному спору. Дело вернут в первую инстанцию или в апелляцию?,d_10c30d1a6c,"В апелляцию: кассация отменила апелляционное определение и направила дело в отменённой части на новое рассмотрение в суд апелляционной инстанции. Возврат в первую инстанцию не требуется, если порок допущен на стадии апелляции.","направить дело в указанной части на новое рассмотрение в суд апелляционной инстанции. При новом рассмотрении дела суду апелляционной инстанции необходимо дать надлежащую правовую оценку заявленным исковым требованиям, проверить их расчет и разрешить спор в соответствии с требованиями закона.",17048,17340,процессуальные итоги обжалования
q_79417cdf09,Когда необходимость подтвердить родство помогает восстановить срок по накоплениям?,d_2696b56a1c,"Если правопреемник первой очереди не мог своевременно обратиться, потому что сначала требовалось установить факт родства, это может быть уважительной причиной. В документе решение об установлении отцовства и свидетельство об установлении отцовства подтвердили уважительность пропуска срока обращения за выплатой.","средств пенсионных накоплений.
Ссылаясь на уважительность причин пропуска срока, истец указывает на то, что для установления факта родства обращалась в суд, что подтверждается представленными в материалы дела решением суда, свидетельством об установлении отцовства.
Учитывая вышеуказанные обстоятельства, принимая во внимание, что несовершеннолетний ххх является правопреемником по закону первой очереди и имеет право на выплату средств пенсионных накоплений умершего, судебная коллегия полагает, что оснований для отказа в удовлетворении требований ФИО, действующей в интересах несовершеннолетнего хххх, о восстановлении срока для обращения с заявлением о выплате средств пенсионных накоплений как пропущенного без уважительных причин не имеется, указанные в иске обстоятельства являются уважительными причинами пропуска установленного законом срока и влекут его восстановление.
При этом, оснований для признания ФИО принявшим наследство, открывшееся после смерти ФИО не имеется, поскольку согласно",8923,9922,правопреемство / наследование
q_7965d4eaa6,Сколько рабочих дней закон даёт оператору на уничтожение данных клиента после выявления незаконной обработки?,d_2e1da709f9,Оператор обязан прекратить неправомерную обработку и уничтожить персональные данные в срок не более десяти рабочих дней с даты выявления нарушения (152-ФЗ). Используется для формулирования резолютивного требования и контроля исполнения.,"оператор в срок, не превышающий десяти рабочих дней с даты выявления неправомерной обработки персональных данных, обязан уничтожить такие персональные данные или обеспечить их уничтожение.",12938,13126,персональные данные
q_798e9a5ab0,"Родственник вообще не знал о пенсионных накоплениях умершего. Восстановят ли срок и как быстро надо действовать после того, как он узнал?",d_dd87e5ff2d,"Да, незнание об открытии наследства/накоплениях - уважительная причина; но обратиться в суд нужно в течение шести месяцев после того, как причины пропуска отпали (то есть с момента, когда узнал). Промедление после этого момента губит иск.","не знал и не должен был знать об открытии наследства или пропустил этот срок по другим уважительным причинам и при условии, что наследник, пропустивший срок, установленный для принятия наследства, обратился в суд в течение шести месяцев после того, как причины пропуска этого срока отпали. В пункте 41 Постановления Пленума Верховного Суда Российской Федерации от ДД.ММ.",2734,3104,процессуальные сроки / исковая давность
q_79cbd27f15,Подбери практику по утраченному инвестиционному доходу: когда суд заменял прямую передачу дохода восстановлением суммы на пенсионном счете?,d_fb0f7e9797,"Апелляция отменила обязанность фонда передать инвестиционный доход за отдельный период напрямую и указала, что последствием недействительности договора является восстановление дохода, зачисленного в резерв ОПС, на индивидуальном лицевом счете застрахованного лица. Это полезно для разграничения прямого взыскания и восстановления на пенсионном счете.","сацию морального вреда в размере 2000 руб., расходы по оплате государственной пошлины в размере 300 руб. В удовлетворении остальной части требований отказать». Апелляционным определением судебной коллегии по гражданским делам Красноярского краевого суда от 2 марта 2022 г. постановлено: «Решение Октябрьского районного суда г. Красноярска от 13 января 2021 г. в части возложения на АО «НПФ «Будущее» обязанности передать в Пенсионный фонд Российской Федерации инвестиционный доход за 2016-2017гг. в размере 38432,45 рублей - отменить. Принять новое решение об отказе в удовлетворении данных требований. Дополнить абзац третий резолютивной части решения указанием на то, что последствием недействительности договора об обязательном пенсионном страховании между ФИО и АО «НПФ «Будущее» является восстановление Пенсионным Фондом Российской Федерации зачисленного в резерв фонда по обязательному пенсионному страхованию инвестиционного дохода за 2016-2017гг. в размере 38432,45 рублей на индивидуальном лицевом счете ФИО (пенсионном счете накопительной пенсии). В остальной части решение суда оставить без изменения, апелляционную жалобу представителя ответчика АО «НПФ «Будущее» ФИО - без удовлетворения». В кассационной жалобе представитель Акционерного общества «Негосударственный пенсионный фонд «Будущее» ФИО просит об отмене вынесенных по делу судебных постановлений в части возложения обязанности на АО «НПФ «Будущее» передать в Пенсионный фонд Российской Федерации инвестиционный доход за 2018, 2019 годы в размере 34642,50 рублей, и принять по делу новое решение об отказе истцу в удовлетворении",4950,6550,инвестиционный доход и денежные расчеты
q_7a3dc08eab,"Можно ли выплатить накопления матери умершего, если в договоре уже указан другой правопреемник на всю сумму?",d_40fbbf0fca,"Нет, если застрахованное лицо назначило договорного правопреемника на 100% и не меняло круг правопреемников. В документе мать умершего не признали лицом, имеющим право на выплату, потому что договорное распоряжение имело приоритет.","коплений фонд в соответствии с пп. «а» п. 19 Правил выносит решение об отказе в выплате средств пенсионных накоплений и уведомляет об этом обратившихся лиц.
Средства пенсионных накоплений умершего застрахованного лица в случае отсутствия обращений кого-либо из надлежащих правопреемников подлежат передаче в соответствующей доле в резерв действующего страховщика по обязательному пенсионному страхованию (п. 25 Правил).
Как установлено в судебном заседании, фио передал свои накопления, учтенные в специальной части индивидуального лицевого счета, в адрес «БУДУЩЕЕ».
Истец приходится матерью фио.
фио фио в п. 25 Договора указал правопреемника – фио, паспортные данные - 100%.
адресГ. умер 21.12.2020 г.
адресГ. не составлял заявлений о распределении средств пенсионных накоплений и не менял круг правопреемников.
Учитывая изложенное, истец не может являться правопреемником, имеющим право на получение средств пенсионных накоплений умершего застрахованного лица фио в силу требований пенсионного законодательства Российской федерации, в связи чем, заявленные исковые требования удовлетворению не подлежат.
На основании изложенного, руководствуясь ст.ст. 194-199 ГПК РФ, суд
Исковые требования фио к адрес «БУДУЩЕЕ» о признании решения незаконным и обязании выплатить средства пенсионных накоплений – оставить без удовлетворения.
Решение может быть обжаловано в апелляционном порядке в Московский город",9210,10612,правопреемство / наследование
q_7a5c16f32d,"Подбери пример, где после признания договора ОПС недействительным новый фонд должен передать ВЭБ УК проценты по ст. 395 ГК РФ и средства, сформированные за счет инвестиционного дохода.",d_a99e2c01f3,"В этом акте зафиксирован специальный денежный блок последствий недействительности: фонд обязан в течение 30 дней передать в ВЭБ УК проценты за неправомерное пользование пенсионными накоплениями по ст. 395 ГК РФ, а также средства, направленные на формирование собственных средств фонда за счет доходов от инвестирования накоплений застрахованного лица, в порядке п. 5.3 ст. 36.6 Закона N 75-ФЗ.","94 ГПК РФ суд полагает возможным удовлетворить требования истца о взыскании с ответчика наименование организации в пользу истца фио транспортных расходов в размере сумма, признавая данные расходы необходимыми для истца и не превышающими разумных пределов.
На основании изложенного и руководствуясь ст. 194-198 ГПК РФ, суд
Исковые требования – удовлетворить частично.
Признать недействительным договор об обязательном пенсионном страховании № от дата, заключенный между фио и наименование организации.
Обязать наименование организации в срок не позднее 30 дней со дня получения решения суда передать в ВЭБ УК проценты за неправомерное пользование средствами пенсионных накоплений фио, определяемые в соответствии со статьей 395 Гражданского кодекса Российской Федерации, и средства, направленные на формирование собственных средств фонда, сформированные за счет доходов от инвестирования средств пенсионных накоплений соответствующего застрахованного лица, в порядке, предусмотренном п. 5.3 ст. 36.6 Федерального закона от дата № 75-ФЗ «О негосударственных пенсионных фондах».
Обязать наименование организации прекратить обработку персональных данных фио.
Обязать ВЭБ УК в срок не позднее 30 дней со дня получения соответствующего решения суда зачислить на пенсионный счет фио из резерва по обязательному пенсионному страхованию инвестиционный доход в размере сумма
Взыскать с наименование организации в пользу фио расходы по оплате государственной пошлины в размере сумма, транспортные расходы в размере сумма
В удовлетворении остальной части исковых требований – отказать.
Решение может",27689,29276,инвестиционный доход и денежные расчеты
q_7a8b30ffe7,Процесс об установлении родства занял год. Зачтут ли это время при восстановлении срока?,d_2696b56a1c,"Если правопреемник первой очереди не мог своевременно обратиться, потому что сначала требовалось установить факт родства, это может быть уважительной причиной. В документе решение об установлении отцовства и свидетельство об установлении отцовства подтвердили уважительность пропуска срока обращения за выплатой.","средств пенсионных накоплений.
Ссылаясь на уважительность причин пропуска срока, истец указывает на то, что для установления факта родства обращалась в суд, что подтверждается представленными в материалы дела решением суда, свидетельством об установлении отцовства.
Учитывая вышеуказанные обстоятельства, принимая во внимание, что несовершеннолетний ххх является правопреемником по закону первой очереди и имеет право на выплату средств пенсионных накоплений умершего, судебная коллегия полагает, что оснований для отказа в удовлетворении требований ФИО, действующей в интересах несовершеннолетнего хххх, о восстановлении срока для обращения с заявлением о выплате средств пенсионных накоплений как пропущенного без уважительных причин не имеется, указанные в иске обстоятельства являются уважительными причинами пропуска установленного законом срока и влекут его восстановление.
При этом, оснований для признания ФИО принявшим наследство, открывшееся после смерти ФИО не имеется, поскольку согласно",8923,9922,правопреемство / наследование
q_7a931bcae8,"Что искать для позиции фонда, если вместе с требованием о недействительности договора заявлены уничтожение персональных данных, инвестиционный доход, убытки, моральный вред и расходы?",d_2eea1a7eec,"Здесь полезна позиция о производном характере сопутствующих требований. Суд указал, что требования об уничтожении персональных данных, незаконности удержания инвестиционного дохода, передаче инвестиционного дохода, взыскании убытков, морального вреда и судебных расходов являются производными от основного требования о недействительности договора ОПС. Если основное требование отклонено по давности, производные требования также не удовлетворяются.","уд 05 февраля 2021 года, то есть с пропуском срока исковой давности, при этом на уважительные причины его пропуска, связанные с личностью истца, наличие основания для его перерыва, приостановления не ссылалась.
Учитывая изложенное, суд приходит к выводу об отказе в удовлетворении заявленных требований о признании договора об обязательном пенсионном страховании недействительным, применении последствий недействительности сделки в связи с пропуском истцом срока исковой давности, о котором было заявлено ответчиком.
Требования об обязании уничтожить персональные данные, признании действий по удержанию инвестиционного дохода незаконными, обязании передать удержанный инвестиционный доход, взыскании убытков, компенсации морального вреда, взыскании судебных расходов являются производными от основного требования о признании договора об ОПС недействительным, в связи с чем также не подлежат удовлетворению.
На основании изложенного, руководствуясь ст. ст. 194-199 ГПК РФ, суд
В удовлетворении исковых требований ФИО к адрес «Будущее», ГУ ПФ РФ об обязании уничтожить персональные данные, признании договора недействительным, применении последствий недействительности сделки, признании действий по удержанию инвестиционного дохода незаконными, обязании передать удержанный инвестиционный доход, взыскании убытков, компенсации морального вреда, взыскании судебных расходов –",9693,11066,процессуальные сроки / исковая давность
q_7aca37feed,Один поддельный договор или десять. Как меняется стратегия защиты группы клиентов?,d_d235ca1c7e,"Десять истцов совместно заявили требования о недействительности своих договоров, отмене записей в реестре и принятии на обслуживание; судебные расходы по госпошлине взысканы с ответчиков в пользу истцов. Групповая подача экономит усилия при шаблонных нарушениях.","взыскать с ответчиков в пользу истцов понесенные судебные расходы по оплате госпошлины.
В процессе рассмотрения дела в суде на основании ст.",2332,2472,судебные расходы
q_7af48020a8,"Получатель уже потратил переплату, действуя добросовестно. Вернёт ли фонд эти деньги через суд?",d_d58bcac2e4,"Апелляция исходила из презумпции добросовестности гражданина, а бремя доказывания недобросовестности получателя пенсионных накоплений лежит на фонде. Суд учел, что на момент обращения за выплатой у получателя не было достоверных сведений о другом правопреемнике. Без доказательств недобросовестности взыскание переплаты может быть отклонено.","лица А. подлежала перераспределению между всеми обратившимися правопреемниками в равных долях, следовательно, указанные денежные средства подлежат возвращению (восстановлению) с последующим их зачислением в резерв фонда по обязательному пенсионному страхованию ответчиком ФИО, как правопреемником, которому выплачены средства пенсионных накоплений. Суд пришел к выводу о том, что с ответчика в пользу истца подлежат взысканию денежные средства в размере 164508,71 руб., а также проценты на основании статьи 395 Гражданского кодекса Российской Федерации. Суд апелляционной инстанции не согласился с такими выводами суда первой инстанции. Суд апелляционной инстанции исходил из того, что добросовестность гражданина (в данном случае ФИО) при разрешении исковых требований Фонда презюмируется, а потому бремя доказывания недобросовестности ответчика при получении пенсионных накоплений лежит на истце АО НПФ «БУДУЩЕЕ», обратившегося с требованиями в суд о взыскании в качестве неосновательного обогащения полученных гражданином сумм пенсионных накоплений. Суд апелляционной инстанции учел, что 28 октября 2022 г. ФИО подала в Фонд заявление о выплате средств пенсионных накоплений, учтенных на пенсионном счете накопительной пенсии умершего застрахованного лица, в качестве известных ей родственников застрахованного лица ФИО указала <данные изъяты> Решением Центрального районного суда г. Читы от 28 сентября 2022 г. установлен факт признания А. отцовства в отношении К. , ДД.ММ.ГГГГ года рождения. Согласно свидетельству о рождении, К. , ДД.ММ.ГГГГ года рождения, является сыном А. и ФИО Свидетельство о рождении выдано ДД.ММ.ГГГГ При таких обстоятельствах, суд апелляционной инстанции пришел к выводу о том, что на момент обращения ответчика с заявлением в Фонд о выплате пенсионных накоплений достоверными сведениями, подтверждающими факт того, что К. является сыном А. , ответчик не располагала. Поскольку решение суда, которым указанный факт был установлен, в законную силу не вступил. Следовательно, оснований для указания К. в качестве наследника у ответчика не имелось. Со стороны ФИО отсутствует недобросовестное поведение, а доказательств обратн",13129,15282,неосновательное обогащение / сопутствующие требования
q_7af8da96c7,Истец ездил на заседания из другого региона. Возместят ли ему транспортные расходы?,d_a99e2c01f3,"Суд оценил билеты по правилам ст. 67 ГПК РФ, учел постоянное проживание истца в другом регионе и необходимость личного участия в заседании, после чего по ст. 94 ГПК РФ признал транспортные расходы необходимыми и не превышающими разумных пределов.","сенных расходов на проезд из адрес в адрес и обратно, в связи с рассмотрением настоящего гражданского дела, в общей сумме сумма, обоснованные тем, что истец постоянно проживает в адрес и была вынуждена приехать в адрес для участия в рассмотрении дела в судебное заседание дата
Факт несения указанных расходов ответчик подтверждает копиями: электронных проездных билетов на поезд «Нижний Новгород-Москва» дата, стоимостью сумма и на поезд «Москва-Нижний Новгород» дата стоимость. сумма, а всего на сумму сумма
Оценив представленные в материалы дела письменные доказательства по правилам ст. 67 ГПК РФ, суд признает обоснованными заявленные требования о взыскании расходов по оплате проезда истца, в связи с рассматриваемым гражданским делом и необходимостью присутствия в судебном заседании, поскольку из материалов дела следует, что истица постоянно проживает в адрес, рассмотрение дела с её участием подразумевало несение ею затрат на проезд к месту судебного заседания в адрес, в соответствии с положениями ст. 94 ГПК РФ суд полагает возможным удовлетворить требования истца о взыскании с ответчика наименование организации в пользу истца фио транспортных расходов в размере сумма, признавая данные расходы необходимыми для истца и не превышающими разумных пределов.
На основании изложенного и руководствуясь ст. 194-198 ГПК РФ, суд
Исковые требования – удовлетворить частично.
Признать недействительным договор об обязательном пенсионном страховании № от дата, заключенный между фио и наименование организации.
Обязать наименование организации в срок не позднее 30 дней со дня получения решения суда передать в ВЭБ УК проценты за неправомерное пользование средствами пенсионных накоплений фио, определяемые в соответствии со статьей 395 Гражданского кодекса Российской Федерации, и средства, направленные на формирован",26676,28497,судебные расходы
q_7b81bb078d,"Основное требование о назначении выиграно, а проценты не присудили. Почему так выходит?",d_0216234592,"В документе заявлялись проценты за пользование чужими денежными средствами, но апелляция в итоговой резолютивной части удовлетворила требования частично: признала отказ незаконным, обязала назначить накопительную пенсию и взыскала расходы, а в остальной части иска отказала. Это полезно для оценки риска производных денежных требований.","ФИО,
и судей ФИО, ФИО
при помощнике судьи ФИО,
рассмотрев в открытом судебном заседании по докладу судьи ФИО, гражданское дело по апелляционной жалобе ФИО на решение Мещанского районного суда города Москвы от 17 сентября 2024 года, которым постановлено:
ФИО в удовлетворении иска к АО «НПФ «Будущее» о признании незаконным решение, обязании назначить накопительную пенсию, взыскании процентов за пользование чужими денежными средствами, судебных расходов – отказать;

УСТАНОВИЛА:
ФИО обратилась в суд с иском к АО «НПФ «Будущее» о признании незаконным решения, обязании назначить накопительную пенсию, взыскании процентов за пользование чужими денежными средствами за период с 26.07.2023 по 29.01.2024 в размере сумма, судебных расходов по оплате юридических услуг в размере сумма, по уплате государственной пошлины в размере сумма
В обоснование заявленных требований истец указал, что он обратился к ответчику с заявлением о назначении накопительной пенсии, в связи с тем, что имел необходимый страховой стаж работы и право для назначения накопительной пенсии, что подтвердило Отделение Фонда пенсионного и социального страхования Российской Федерации по Архангельской области и НАО. Вместе с тем, ответчик отказал истцу в назначении накопительной пенсии. С данным решением истец не согласен, что и послужило поводом для обращения истца в суд с данным исковым заявлением.
Истец в судебное заседание суда первой инстанции",251,1672,судебные расходы
q_7b9ed3208d,Почерковедческую экспертизу оплачивал истец. Вернёт ли фонд эти деньги после проигрыша дела?,d_21e0ba1f08,"Да, с фонда взысканы представительские, почтовые расходы и расходы на проведение экспертизы; частная жалоба на это определение отклонена. Расходы на экспертизу - возмещаемая категория наряду с представительскими.","представительские расходы в сумме сумма, почтовые расходы в сумме сумма, расходы на проведение экспертизы в сумме сумма.

УСТАНОВИЛ:
ФИО обратился в суд с заявлением к адрес «Будущее» о взыскании судебных расходов, мотивируя требования тем, что в ходе рассмотрения дела им были понесены расходы в связи с рассмотрением дела.
Представитель заявителя заявление поддержала.",429,799,судебные расходы
q_7c80a5f6de,Клиент хочет «компенсацию упущенного дохода» от НПФ. Почему по ст. 15 ГК это тупик?,d_e8a3e8a9f6,"Есть дело с отказом: пенсионные накопления формируются не за счёт средств гражданина и не являются его собственностью, поэтому потерянный инвестдоход - не реальный ущерб и не упущенная выгода по ст. 15 ГК. Полезно фонду как возражение против «убыточной» квалификации; восстановление прав идёт по спецнормам ФЗ-75.","нарушенного права, утрата или повреждение его имущества (реальный ущерб), а также неполученные доходы, которые это лицо получило бы при обычных условиях гражданского оборота, если бы его право не было нарушено (упущенная выгода) (пункт 2). Для взыскания убытков необходимо доказать совокупность обстоятельства: причинения истцу убытков, совершение ответчиком действий, наличие причинно-следственной связи между действиями ответчика и убытками истца. Недоказанность любого из данных элементов исключает возможность взыскания убытков с ответчика в пользу истца. Поскольку договор №[СНИЛС] от 29.12.2017 об обязательном пенсионном страховании признан недействительным (ничтожным), то отсутствуют основания для зачисления инвестиционного дохода в резерв по обязательному пенсионному страхованию Пенсионного фонда Российской Федерации, следовательно, одним из последствий признания сделки недействительной является восстановление на пенсионном счете накопительной пенсии (индивидуальном лицевом счете) застрахованного лица средств, ранее направленных в резерв по обязательному пенсионному страхованию Пенсионного фонда Российской Федерации. Следовательно, убытки у истца не могли возникнуть в связи с действиями ответчика. Согласно статье 2 Федерального закона от 27.07.2006 №152-ФЗ «О персональных данных» целью данного Федерального закона является обеспечение защиты прав и свобод человека и гражданина при обработке его персональных данных, в том числе защиты прав на неприкосновенность частной жизни, личную и семейную тайну.",12925,14449,инвестиционный доход и денежные расчеты
